,Date,Distance (AUs),Declination,Brightness,% Illuminated,Costellation
44260,5.0,0.002704646,-18.35044,4.25,90.005,  Sgr
44261,5.0,0.00272274,-16.56093,4.47,83.61399999999999,  Sgr
44262,5.0,0.002733546,-14.3648,4.67,76.1,  Cap
44265,5.0,0.002712495,-4.4549900000000004,5.27,49.263000000000005,  Aqr
44266,5.0,0.0026870970000000003,-0.53404,5.48,39.709,  Psc
44268,6.0,0.002614673,6.5921,5.94,21.448,  Psc
44269,6.0,0.00257202,10.404060000000001,6.19,13.517999999999999,  Ari
44271,6.0,0.0024885529999999997,16.26284,6.33,2.4419999999999997,  Tau
44272,6.0,0.002454063,17.59376,5.19,0.278,  Tau
44273,6.0,0.002428005,18.213420000000003,5.93,0.861,  Tau
44274,6.0,0.002412053,17.26204,6.41,4.31,  Gem
44275,6.0,0.0024067710000000003,15.17044,6.28,10.47,  Gem
44276,6.0,0.002411622,12.05189,6.02,18.925,  Cnc
44277,6.0,0.002425193,8.07542,5.74,29.065,  Leo
44278,6.0,0.002445571,3.43221,5.47,40.191,  Sex
44284,6.0,0.002616439,-18.07096,4.05,94.605,  Lib
44285,6.0,0.00264358,-19.21302,3.79,98.177,  Oph
44286,6.0,0.0026686709999999996,-19.40411,3.55,99.78299999999999,  Oph
44287,6.0,0.002690966,-19.06054,3.62,99.463,  Sgr
44290,6.0,0.002731204,-12.510819999999999,4.33,88.132,  Aqr
44291,6.0,0.0027320929999999997,-9.39209,4.54,81.46300000000001,  Cap
44292,6.0,0.00272512,-6.0631699999999995,4.74,73.673,  Aqr
44294,6.0,0.002685942,1.3348200000000001,5.14,55.583,  Psc
44295,6.0,0.002654247,5.26306,5.35,45.77,  Psc
44299,7.0,0.0024848789999999997,17.1812,6.31,9.69,  Tau
44300,7.0,0.002446444,18.13073,6.41,4.006,  Tau
44301,7.0,0.0024162710000000002,17.531489999999998,5.89,0.8009999999999999,  Ori
44304,7.0,0.002395457,9.40124,6.34,8.775,  Leo
44305,7.0,0.002411983,5.1737,6.09,16.741,  Sex
44306,7.0,0.002437316,0.38484,5.81,26.445999999999998,  Leo
44307,7.0,0.0024686720000000003,-3.5739900000000002,5.54,37.168,  Vir
44310,7.0,0.002572922,-15.13389,4.84,69.15100000000001,  Lib
44311,7.0,0.00260481,-17.35274,4.63,78.176,  Lib
44315,7.0,0.002697454,-18.14431,3.69,99.03,  Sgr
44320,7.0,0.002715151,-3.33429,4.4,86.01899999999999,  Aqr
44322,7.0,0.002680062,4.07355,4.81,70.46300000000001,  Psc
44323,7.0,0.002652174,7.500260000000001,5.02,61.15,  Psc
44324,7.0,0.00261804,11.14498,5.23,51.15,  Ari
44326,7.0,0.002536942,16.25531,5.7,30.495,  Tau
44327,7.0,0.002494744,17.46112,5.96,20.781,  Tau
44330,8.0,0.0024001829999999997,14.43445,6.18,1.473,  Cnc
44331,8.0,0.002389319,11.22574,5.13,0.255,  Cnc
44332,8.0,0.002391446,7.13108,6.3,2.127,  Leo
44336,8.0,0.002501298,-10.46492,5.63,33.259,  Vir
44337,8.0,0.002539918,-14.122770000000001,5.38,43.847,  Lib
44338,8.0,0.00257721,-16.50544,5.16,54.369,  Lib
44339,8.0,0.002611182,-18.37134,4.94,64.398,  Sco
44341,8.0,0.002664622,-19.271320000000003,4.52,81.71,  Sgr
44342,8.0,0.0026832590000000003,-18.33484,4.31,88.51700000000001,  Sgr
44343,8.0,0.00269662,-16.53301,4.08,93.84700000000001,  Sgr
44345,8.0,0.002708881,-11.37202,3.59,99.565,  Aqr
44346,8.0,0.002708408,-8.16117,3.54,99.787,  Aqr
44347,8.0,0.002703728,-4.36535,3.78,98.211,  Aqr
44348,8.0,0.002694776,-0.47362,4.03,94.86200000000001,  Psc
44349,8.0,0.0026813559999999998,3.0318,4.26,89.81200000000001,  Psc
44350,8.0,0.002663241,6.47069,4.48,83.182,  Psc
44352,8.0,0.0026126979999999997,13.15385,4.9,65.899,  Ari
44353,8.0,0.002580994,15.39274,5.12,55.747,  Tau
44354,8.0,0.002546345,17.14449,5.35,45.044,  Tau
44357,8.0,0.002445656,15.384020000000001,6.14,14.704,  Gem
44358,8.0,0.00242239,12.50302,6.36,7.295,  Cnc
44359,9.0,0.002408833,9.060780000000001,6.31,2.311,  Leo
44360,9.0,0.002406704,4.42126,4.89,0.192,  Sex
44362,9.0,0.002437139,-4.42582,6.4,4.855,  Vir
44363,9.0,0.002466595,-9.04389,6.25,11.055,  Vir
44365,9.0,0.00253969,-15.504370000000002,5.74,28.416,  Lib
44366,9.0,0.002576993,-17.57283,5.49,38.387,  Sco
44367,9.0,0.00261119,-19.08134,5.27,48.541000000000004,  Oph
44368,9.0,0.002640374,-19.23162,5.05,58.481,  Sgr
44369,9.0,0.0026633679999999997,-18.452270000000002,4.85,67.884,  Sgr
44371,9.0,0.0026893890000000004,-15.10175,4.44,84.04299999999999,  Cap
44377,9.0,0.002648765,5.5156,3.86,97.15,  Psc
44378,9.0,0.002632058,9.25153,4.11,92.891,  Psc
44379,9.0,0.002613372,12.33264,4.35,86.806,  Ari
44380,9.0,0.002592709,15.05419,4.58,79.056,  Tau
44383,9.0,0.00252114,17.29175,5.25,48.666000000000004,  Ori
44384,9.0,0.002496673,16.11301,5.5,37.531,  Gem
44385,9.0,0.002474375,13.50135,5.77,26.802,  Cnc
44386,9.0,0.002456315,10.324060000000001,6.05,17.128,  Cnc
44387,9.0,0.002444617,6.30587,6.29,9.162,  Leo
44388,9.0,0.002441075,2.01088,6.37,3.4760000000000004,  Leo
44391,10.0,0.002484929,-11.12395,6.34,2.8369999999999997,  Vir
44392,10.0,0.002514345,-14.351729999999998,6.33,7.768,  Lib
44394,10.0,0.002580972,-18.40413,5.87,22.87,  Oph
44395,10.0,0.002612529,-19.163829999999997,5.63,32.034,  Oph
44396,10.0,0.0026396640000000003,-18.564320000000002,5.4,41.675,  Sgr
44398,10.0,0.0026744720000000002,-15.49593,4.98,60.968,  Sgr
44399,10.0,0.002680785,-13.16121,4.78,70.03,  Aqr
44401,10.0,0.00267266,-6.42394,4.37,85.681,  Aqr
44402,10.0,0.002660305,-2.57273,4.15,91.755,  Psc
44403,10.0,0.0026443029999999998,0.56072,3.9,96.32,  Psc
44404,10.0,0.0026261709999999996,4.485930000000001,3.64,99.131,  Psc
44405,10.0,0.0026073010000000002,8.30536,3.41,99.98100000000001,  Psc
44410,10.0,0.002527901,17.40256,4.7,73.318,  Ori
44411,10.0,0.002515925,16.371779999999998,4.93,63.005,  Gem
44412,10.0,0.002505131,14.32199,5.17,51.927,  Cnc
44413,10.0,0.002495868,11.32424,5.41,40.633,  Cnc
44414,10.0,0.00248885,7.491169999999999,5.67,29.721,  Leo
44415,10.0,0.002485092,3.3511699999999998,5.95,19.804000000000002,  Sex
44417,10.0,0.002491712,-5.22326,6.36,5.189,  Vir
44419,10.0,0.002521269,-13.123870000000002,1.85,0.008,  Lib
44420,11.0,0.0025438410000000002,-16.061729999999997,6.04,1.2009999999999998,  Lib
44423,11.0,0.00262304,-19.08395,6.02,17.075,  Sgr
44426,11.0,0.0026741070000000002,-14.140429999999999,5.34,43.486999999999995,  Cap
44427,11.0,0.0026772009999999997,-11.19153,5.14,53.01,  Aqr
44428,11.0,0.002672441,-7.58268,4.94,62.413000000000004,  Aqr
44430,11.0,0.0026419,-0.2725,4.53,79.741,  Psc
44432,11.0,0.0025932579999999998,7.16378,4.07,93.041,  Psc
44433,11.0,0.002567247,10.48559,3.81,97.33,  Ari
44434,11.0,0.002542971,13.5144,3.53,99.604,  Ari
44436,11.0,0.002506281,17.3612,3.82,97.194,  Tau
44437,11.0,0.0024956999999999996,17.562479999999997,4.1,92.389,  Tau
44438,11.0,0.002490394,17.08401,4.36,85.381,  Gem
44441,11.0,0.00249854,8.51101,5.08,55.232,  Leo
44442,11.0,0.002506247,4.45401,5.32,43.948,  Sex
44443,11.0,0.00251545,0.23521,5.58,33.025,  Leo
44444,11.0,0.002526066,-3.5947,5.84,23.018,  Vir
44446,11.0,0.002552431,-11.56493,6.3,7.626,  Vir
44448,11.0,0.002586931,-17.23415,5.51,0.47200000000000003,  Lib
44449,11.0,0.00260666,-18.47469,5.1,0.268,  Oph
44450,12.0,0.002626877,-19.13495,6.25,2.2030000000000003,  Oph
44451,12.0,0.0026462029999999997,-18.4314,6.34,6.067,  Sgr
44452,12.0,0.002663009,-17.2057,6.18,11.591,  Sgr
44453,12.0,0.0026756109999999996,-15.1409,5.97,18.483,  Cap
44455,12.0,0.00268237,-9.19171,5.52,35.204,  Cap
44456,12.0,0.0026746020000000003,-5.464840000000001,5.31,44.483999999999995,  Aqr
44457,12.0,0.00265906,-2.00389,5.1,54.023,  Psc
44460,12.0,0.002575125,9.23208,4.48,81.245,  Psc
44461,12.0,0.0025411329999999997,12.41196,4.24,88.65299999999999,  Ari
44462,12.0,0.0025085570000000002,15.23405,3.99,94.508,  Tau
44463,12.0,0.002480251,17.16059,3.71,98.352,  Tau
44465,12.0,0.002445674,17.44204,3.68,98.58,  Gem
44466,12.0,0.002441899,16.11035,3.98,94.677,  Gem
44470,12.0,0.002500509,1.36026,4.99,58.976000000000006,  Leo
44471,12.0,0.00252437,-2.49117,5.23,47.843999999999994,  Vir
44473,12.0,0.002571533,-10.52471,5.72,26.980999999999998,  Vir
44474,12.0,0.002593282,-14.07595,5.97,18.158,  Lib
44475,12.0,0.002613467,-16.39237,6.2,10.876,  Lib
44476,12.0,0.002632115,-18.200110000000002,6.34,5.375,  Oph
44477,12.0,0.0026492490000000002,-19.054570000000002,6.18,1.8090000000000002,  Oph
44478,12.0,0.002664733,-18.55568,5.0,0.23800000000000002,  Sgr
44480,12.0,0.002688862,-16.03369,6.3,2.9219999999999997,  Sgr
44481,1.0,0.0026958859999999998,-13.34111,6.31,6.9270000000000005,  Aqr
44482,1.0,0.0026981659999999997,-10.331610000000001,6.15,12.464,  Cap
44483,1.0,0.002694641,-7.090110000000001,5.94,19.323,  Aqr
44486,1.0,0.0026423790000000003,4.07484,5.28,45.567,  Psc
44488,1.0,0.002574761,11.144730000000001,4.86,65.25399999999999,  Ari
44490,1.0,0.002495616,16.29049,4.41,83.51100000000001,  Tau
44494,1.0,0.002399189,14.55075,3.55,99.48700000000001,  Cnc
44495,1.0,0.002402557,11.4007,3.85,96.70700000000001,  Cnc
44497,1.0,0.0024425329999999998,3.11187,4.41,83.354,  Leo
44498,1.0,0.002474393,-1.23101,4.66,73.859,  Vir
44499,1.0,0.002510142,-5.47293,4.9,63.365,  Vir
44500,1.0,0.002546872,-9.47424,5.13,52.506,  Vir
44501,1.0,0.002582199,-13.12522,5.36,41.83,  Lib
44503,1.0,0.002642496,-17.47074,5.84,22.736,  Sco
44504,1.0,0.0026659929999999997,-18.46496,6.07,14.96,  Oph
44506,1.0,0.002699299,-18.07067,6.34,4.052,  Sgr
44508,1.0,0.002715661,-14.18552,4.56,0.13699999999999998,  Cap
44509,1.0,0.002717657,-11.30032,5.88,0.895,  Aqr
44510,1.0,0.002715233,-8.15044,6.33,3.411,  Aqr
44512,2.0,0.002695205,-0.5836399999999999,6.13,13.290999999999999,  Psc
44513,2.0,0.002676558,2.47222,5.91,20.364,  Psc
44514,2.0,0.002651713,6.28081,5.68,28.619,  Psc
44515,2.0,0.0026207879999999998,9.551960000000001,5.46,37.843,  Psc
44516,2.0,0.002584466,12.59329,5.24,47.778999999999996,  Ari
44521,2.0,0.002395617,16.06568,4.03,93.834,  Gem
44523,2.0,0.0023744,9.40404,3.45,99.868,  Leo
44525,2.0,0.002407841,0.35541999999999996,4.03,93.906,  Leo
44526,2.0,0.0024417139999999998,-4.03329,4.31,86.99,  Vir
44527,2.0,0.002482801,-8.221119999999999,4.56,78.235,  Vir
44528,2.0,0.00252739,-12.05425,4.8,68.321,  Lib
44529,2.0,0.002571996,-15.040510000000001,5.03,57.878,  Lib
44530,2.0,0.002613735,-17.11105,5.25,47.431999999999995,  Sco
44531,2.0,0.0026505,-18.24101,5.47,37.407,  Oph
44532,2.0,0.002680974,-18.43046,5.7,28.131999999999998,  Sgr
44534,2.0,0.00272118,-16.49567,6.15,12.837,  Sgr
44536,2.0,0.0027351240000000002,-12.1022,6.33,3.135,  Aqr
44537,2.0,0.002733554,-9.04536,5.78,0.725,  Cap
44538,2.0,0.002726976,-5.3853599999999995,3.79,0.057,  Aqr
44539,2.0,0.0027157220000000003,-2.00052,6.02,1.166,  Psc
44541,3.0,0.002679615,5.24141,6.29,8.632,  Psc
44542,3.0,0.002654698,8.5312,6.09,14.832,  Psc
44544,3.0,0.00259145,14.393670000000002,5.63,31.434,  Tau
44547,3.0,0.0024748170000000002,17.50019,4.93,62.918,  Ori
44548,3.0,0.002437517,16.494670000000003,4.69,73.52600000000001,  Gem
44550,3.0,0.002383109,11.301260000000001,4.16,91.21,  Cnc
44551,3.0,0.002372122,7.280889999999999,3.86,96.885,  Leo
44552,3.0,0.00237471,2.5314,3.52,99.706,  Leo
44553,3.0,0.0023912070000000002,-1.5312299999999999,3.58,99.444,  Vir
44560,3.0,0.002679042,-18.16364,5.35,43.696000000000005,  Sgr
44561,3.0,0.002707733,-17.07187,5.57,34.256,  Sgr
44563,3.0,0.00273971,-12.46492,6.01,17.826,  Aqr
44565,3.0,0.002739884,-6.29587,6.36,6.047999999999999,  Aqr
44567,3.0,0.002714983,0.46166999999999997,5.33,0.35100000000000003,  Psc
44569,3.0,0.002672433,7.5959699999999994,6.21,1.791,  Psc
44570,3.0,0.0026462820000000002,11.14012,6.37,5.337000000000001,  Ari
44572,4.0,0.002586425,16.07356,6.02,17.86,  Tau
44573,4.0,0.002553561,17.27224,5.77,26.533,  Tau
44578,4.0,0.0024036820000000003,9.10166,4.55,80.012,  Leo
44581,4.0,0.002398983,-4.26595,3.66,99.07,  Vir
44584,4.0,0.00249447,-15.38137,4.09,93.375,  Lib
44588,4.0,0.002669398,-17.36508,5.02,60.1,  Sgr
44589,4.0,0.002701185,-15.542710000000001,5.22,50.422,  Sgr
44590,4.0,0.0027242909999999998,-13.334660000000001,5.43,40.931,  Aqr
44591,4.0,0.0027380440000000002,-10.4237,5.64,31.891,  Cap
44592,4.0,0.00274245,-7.2815199999999995,5.86,23.541999999999998,  Aqr
44596,4.0,0.002683937,7.0051,6.19,1.619,  Psc
44598,4.0,0.0026278990000000004,13.18041,5.72,0.619,  Ari
44599,4.0,0.002597871,15.38176,6.37,3.187,  Tau
44602,5.0,0.002510259,17.28568,5.89,22.976,  Gem
44608,5.0,0.0024164160000000002,-2.40361,4.37,86.512,  Vir
44610,5.0,0.002442493,-11.14077,3.79,98.075,  Vir
44612,5.0,0.002503022,-17.040129999999998,3.68,99.04700000000001,  Sco
44613,5.0,0.002542163,-18.29476,3.97,95.772,  Oph
44614,5.0,0.0025837029999999997,-18.52182,4.23,90.45200000000001,  Sgr
44615,5.0,0.002624671,-18.152829999999998,4.47,83.527,  Sgr
44616,5.0,0.002662215,-16.46477,4.69,75.438,  Sgr
44619,5.0,0.0027323620000000003,-8.40167,5.29,47.901,  Aqr
44620,5.0,0.002737345,-5.12351,5.5,38.641999999999996,  Aqr
44621,5.0,0.00273269,-1.3412,5.71,29.778000000000002,  Psc
44622,5.0,0.002719102,2.08067,5.93,21.561999999999998,  Psc
44626,5.0,0.002605825,14.55592,5.93,0.879,  Tau
44627,5.0,0.002572469,16.47395,5.03,0.226,  Tau
44628,5.0,0.002540857,17.45429,6.25,1.851,  Tau
44629,5.0,0.002512362,17.42231,6.4,5.827999999999999,  Gem
44632,6.0,0.002453135,11.19125,5.7,30.322,  Cnc
44636,6.0,0.002444478,-5.46154,4.7,75.107,  Vir
44638,6.0,0.002474208,-13.32369,4.19,91.70200000000001,  Lib
44639,6.0,0.0024979620000000003,-16.21234,3.91,96.789,  Lib
44641,6.0,0.002559776,-19.01485,3.57,99.677,  Oph
44642,6.0,0.0025948620000000003,-18.485429999999997,3.84,97.64200000000001,  Sgr
44643,6.0,0.0026300409999999996,-17.392310000000002,4.1,93.60700000000001,  Sgr
44644,6.0,0.0026630290000000004,-15.414489999999999,4.34,87.898,  Cap
44646,6.0,0.002713675,-10.01142,4.76,72.81,  Cap
44647,6.0,0.0027277079999999997,-6.364669999999999,4.96,64.058,  Aqr
44648,6.0,0.00273259,-3.00086,5.15,54.876000000000005,  Psc
44650,6.0,0.002713635,4.2157800000000005,5.56,36.251999999999995,  Psc
44651,6.0,0.002690808,7.532489999999999,5.78,27.344,  Psc
44655,6.0,0.002549984,17.25317,6.3,2.104,  Tau
44658,6.0,0.002460024,15.111089999999999,6.42,4.316,  Cnc
44661,6.0,0.002433213,4.27019,5.76,28.147,  Sex
44662,7.0,0.002438218,-0.03042,5.49,39.193000000000005,  Vir
44663,7.0,0.002448719,-4.332330000000001,5.24,50.736000000000004,  Vir
44664,7.0,0.002463775,-8.48103,5.0,62.111999999999995,  Vir
44665,7.0,0.0024826220000000003,-12.33002,4.76,72.709,  Lib
44666,7.0,0.002504685,-15.35174,4.52,82.005,  Lib
44667,7.0,0.0025295,-17.45022,4.28,89.588,  Sco
44668,7.0,0.002556585,-18.55509,4.02,95.17299999999999,  Oph
44672,7.0,0.002671023,-14.14194,3.95,96.229,  Aqr
44673,7.0,0.002694748,-11.18205,4.19,91.73100000000001,  Cap
44674,7.0,0.00271336,-7.5857,4.41,85.764,  Aqr
44675,7.0,0.002725328,-4.24539,4.62,78.584,  Aqr
44677,7.0,0.002724641,2.56383,5.01,61.575,  Psc
44682,7.0,0.002579831,16.484270000000002,6.12,15.800999999999998,  Tau
44683,7.0,0.0025379879999999997,17.35217,6.34,8.809,  Tau
44684,7.0,0.002498198,17.19214,6.4,3.61,  Gem
44686,7.0,0.0024366970000000003,13.272839999999999,5.53,0.446,  Cnc
44687,7.0,0.002419472,10.0213,6.38,3.0469999999999997,  Leo
44688,7.0,0.002412641,5.5458300000000005,6.35,8.421,  Sex
44689,7.0,0.002415857,1.23448,6.1,16.219,  Leo
44691,7.0,0.002446755,-7.36218,5.55,36.739000000000004,  Vir
44692,7.0,0.002470547,-11.31596,5.29,48.086000000000006,  Vir
44693,8.0,0.002497332,-14.46447,5.06,59.282,  Lib
44696,8.0,0.0025822939999999997,-19.06276,4.37,86.955,  Sgr
44698,8.0,0.002635383,-17.1354,3.87,97.26799999999999,  Sgr
44699,8.0,0.00265944,-15.05326,3.61,99.51899999999999,  Cap
44701,8.0,0.0026994890000000002,-9.08318,3.78,98.25200000000001,  Aqr
44702,8.0,0.0027137040000000004,-5.3830599999999995,4.03,94.936,  Aqr
44703,8.0,0.0027226390000000002,-1.59059,4.25,90.038,  Psc
44705,8.0,0.002720488,5.16526,4.67,76.251,  Psc
44706,8.0,0.0027078109999999996,8.38458,4.87,67.771,  Psc
44707,8.0,0.002686964,11.39547,5.07,58.526,  Ari
44709,8.0,0.0026228609999999998,16.06144,5.49,38.794000000000004,  Tau
44710,8.0,0.002582406,17.12523,5.73,28.971999999999998,  Tau
44712,8.0,0.002497026,16.29566,6.24,11.675,  Gem
44713,8.0,0.002458604,14.31218,6.4,5.3389999999999995,  Cnc
44714,8.0,0.0024275020000000002,11.3106,6.13,1.329,  Cnc
44715,8.0,0.002406478,7.39421,4.42,0.109,  Leo
44717,8.0,0.002400125,-1.27581,6.38,6.632999999999999,  Vir
44718,8.0,0.002414141,-6.04026,6.17,13.908,  Vir
44719,8.0,0.0024372,-10.160110000000001,5.89,23.123,  Vir
44721,8.0,0.00249959,-16.30109,5.36,44.575,  Lib
44722,8.0,0.002533627,-18.14237,5.12,55.513999999999996,  Oph
44723,8.0,0.002566754,-18.58406,4.9,65.893,  Sgr
44724,9.0,0.002597603,-18.442870000000003,4.68,75.317,  Sgr
44727,9.0,0.002670321,-13.07262,4.0,95.194,  Aqr
44728,9.0,0.0026873709999999996,-10.03359,3.75,98.463,  Aqr
44729,9.0,0.002700723,-6.38413,3.48,99.916,  Aqr
44732,9.0,0.002715646,4.17363,4.08,93.57700000000001,  Psc
44733,9.0,0.002710482,7.432739999999999,4.31,88.18,  Psc
44734,9.0,0.002699219,10.49513,4.52,81.366,  Ari
44736,9.0,0.002656925,15.32276,4.93,64.24,  Tau
44737,9.0,0.0026261459999999998,16.5224,5.14,54.386,  Tau
44739,9.0,0.002550431,16.51591,5.6,33.666,  Gem
44743,9.0,0.002412257,5.15149,6.3,2.3169999999999997,  Sex
44744,9.0,0.002398302,0.38486,4.24,0.09,  Vir
44745,9.0,0.002396795,-4.04314,5.94,0.9279999999999999,  Vir
44746,9.0,0.002407652,-8.33399,6.39,4.758,  Vir
44747,9.0,0.002429365,-12.29123,6.24,11.198,  Lib
44748,9.0,0.002459352,-15.35454,5.97,19.651,  Lib
44751,9.0,0.0025679329999999997,-18.5052,5.21,50.5,  Sgr
44753,9.0,0.0026304440000000004,-16.13257,4.79,70.291,  Cap
44757,10.0,0.0026954059999999996,-3.5800199999999998,3.9,96.435,  Aqr
44759,10.0,0.002700453,3.24454,3.42,99.97399999999999,  Psc
44760,10.0,0.0026972859999999997,6.56135,3.65,99.04700000000001,  Psc
44762,10.0,0.0026795609999999996,12.574160000000001,4.15,91.853,  Ari
44763,10.0,0.0026645220000000003,15.105620000000002,4.37,85.75200000000001,  Tau
44765,10.0,0.002620939,17.233079999999998,4.8,69.321,  Tau
44767,10.0,0.002560846,16.00173,5.24,48.915,  Gem
44769,10.0,0.00249341,10.51317,5.74,27.564,  Leo
44770,10.0,0.002462475,7.0445199999999994,6.01,17.886,  Leo
44771,10.0,0.002437174,2.44219,6.27,9.747,  Leo
44773,10.0,0.002413789,-6.30132,5.62,0.547,  Vir
44774,10.0,0.002418761,-10.4503,5.12,0.26899999999999996,  Vir
44780,10.0,0.00259833,-16.53303,5.33,44.161,  Sgr
44784,10.0,0.002679903,-5.0117,4.51,80.824,  Aqr
44786,11.0,0.0026841020000000003,2.24478,4.07,93.20299999999999,  Cet
44789,11.0,0.0026601290000000002,12.24312,3.49,99.788,  Ari
44791,11.0,0.002632894,16.352420000000002,3.98,94.796,  Tau
44793,11.0,0.002599142,17.31162,4.46,82.4,  Gem
44795,11.0,0.002558426,14.42045,4.9,64.013,  Cnc
44796,11.0,0.002535902,11.57328,5.13,53.358000000000004,  Cnc
44800,11.0,0.002457573,-4.31539,6.16,12.55,  Vir
44802,11.0,0.002451144,-12.44595,6.15,1.59,  Lib
44803,11.0,0.002461036,-15.50591,4.31,0.102,  Lib
44804,11.0,0.002479409,-17.5727,6.09,1.374,  Oph
44806,11.0,0.002534803,-18.49302,6.2,11.105,  Sgr
44808,11.0,0.002597896,-15.402970000000002,5.72,27.373,  Cap
44809,11.0,0.0026256559999999996,-12.59555,5.49,36.758,  Aqr
44810,11.0,0.0026480759999999996,-9.494589999999999,5.27,46.433,  Aqr
44811,11.0,0.00266384,-6.19345,5.06,56.066,  Aqr
44812,11.0,0.002672332,-2.37437,4.86,65.366,  Psc
44813,11.0,0.002673617,1.08099,4.66,74.07,  Psc
44815,12.0,0.00265767,8.21519,4.25,88.65700000000001,  Psc
44816,12.0,0.00264301,11.330969999999999,4.02,94.01700000000001,  Ari
44817,12.0,0.0026259440000000003,14.150329999999999,3.77,97.742,  Tau
44818,12.0,0.002607977,16.17399,3.53,99.59899999999999,  Tau
44819,12.0,0.002590373,17.31437,3.57,99.40899999999999,  Tau
44820,12.0,0.002574026,17.50014,3.82,97.074,  Ori
44822,12.0,0.0025465170000000003,15.28416,4.33,86.109,  Cnc
44824,12.0,0.002524998,9.35034,4.8,68.149,  Leo
44826,12.0,0.002507469,1.24411,5.27,46.305,  Vir
44827,12.0,0.002500552,-3.00021,5.52,35.232,  Vir
44829,12.0,0.002494263,-11.160169999999999,6.05,15.708,  Vir
44830,12.0,0.002497041,-14.364410000000001,6.28,8.37,  Lib
44832,12.0,0.002518399,-18.36156,5.6,0.5529999999999999,  Oph
44833,12.0,0.0025369439999999997,-18.59465,5.35,0.381,  Sgr
44835,12.0,0.002584396,-16.40353,6.31,6.922000000000001,  Sgr
44836,12.0,0.002609466,-14.15141,6.13,13.009,  Aqr
44838,12.0,0.002651353,-7.490469999999999,5.67,28.916999999999998,  Aqr
44839,12.0,0.00266435,-4.09006,5.45,38.015,  Aqr
44840,12.0,0.0026702920000000003,-0.22355,5.24,47.449,  Psc
44843,12.0,0.002643768,10.19537,4.64,74.962,  Cet
44844,12.0,0.002622777,13.153379999999999,4.43,82.912,  Ari
44847,1.0,0.0025484329999999997,17.56026,3.69,98.485,  Ori
44848,1.0,0.002526991,17.38008,3.47,99.786,  Gem
44851,1.0,0.0024927879999999997,10.442219999999999,4.21,89.38799999999999,  Leo
44852,1.0,0.002491963,6.53324,4.47,81.505,  Leo
44853,1.0,0.002495231,2.38131,4.71,71.98899999999999,  Leo
44857,1.0,0.002529209,-13.33065,5.68,28.564,  Lib
44859,1.0,0.002552769,-18.02554,6.19,11.359000000000002,  Oph
44860,1.0,0.002566728,-18.49476,6.34,5.454,  Sgr
44861,1.0,0.002582423,-18.34283,6.16,1.6869999999999998,  Sgr
44862,1.0,0.002599679,-17.20277,4.63,0.15,  Sgr
44866,1.0,0.00266593,-5.384180000000001,6.1,14.119000000000002,  Aqr
44867,1.0,0.0026746540000000003,-1.53569,5.88,21.456999999999997,  Psc
44868,1.0,0.002677304,1.52075,5.65,29.771,  Cet
44869,1.0,0.002672903,5.31546,5.43,38.789,  Psc
44870,1.0,0.002661012,8.58037,5.22,48.243,  Cet
44871,1.0,0.002641838,12.02555,5.02,57.864,  Ari
44872,1.0,0.002616289,14.38067,4.82,67.35600000000001,  Tau
44873,1.0,0.0025859760000000002,16.34228,4.6,76.383,  Tau
44874,1.0,0.002553132,17.42083,4.38,84.553,  Tau
44875,1.0,0.002520445,17.52415,4.14,91.421,  Gem
44876,1.0,0.002490783,17.000999999999998,3.86,96.514,  Gem
44882,2.0,0.002473274,-4.5226,4.63,75.639,  Vir
44883,2.0,0.002494711,-9.02234,4.87,65.193,  Vir
44884,2.0,0.0025184770000000003,-12.39193,5.1,54.145,  Lib
44885,2.0,0.002542769,-15.3143,5.34,43.092,  Lib
44886,2.0,0.002566282,-17.31026,5.59,32.564,  Oph
44888,2.0,0.002608366,-18.33445,6.09,14.819,  Sgr
44891,2.0,0.002657971,-13.21335,5.83,0.797,  Aqr
44894,2.0,0.002689161,-3.1135599999999997,6.35,4.242,  Psc
44895,2.0,0.002692775,0.33177,6.27,8.923,  Psc
44897,2.0,0.0026840379999999997,7.44285,5.86,22.474,  Psc
44898,2.0,0.00267004,10.5529,5.63,30.901,  Ari
44900,2.0,0.002621538,15.49419,5.2,49.869,  Tau
44902,2.0,0.002551137,17.51444,4.77,69.726,  Ori
44903,2.0,0.002512482,17.28386,4.55,79.045,  Gem
44904,2.0,0.002475368,16.02545,4.3,87.295,  Cnc
44905,3.0,0.002443114,13.345579999999998,4.03,93.898,  Cnc
44907,3.0,0.002405244,6.030930000000001,3.4,99.979,  Sex
44910,3.0,0.002434568,-7.40265,4.29,87.889,  Vir
44912,3.0,0.002497499,-14.4755,4.79,69.098,  Lib
44913,3.0,0.002533652,-17.0322,5.03,58.333999999999996,  Oph
44914,3.0,0.0025693,-18.18253,5.26,47.474,  Oph
44915,3.0,0.002602432,-18.323829999999997,5.49,37.019,  Sgr
44916,3.0,0.002631728,-17.49223,5.73,27.375,  Sgr
44917,3.0,0.002656499,-16.14475,5.97,18.862000000000002,  Cap
44918,3.0,0.0026765490000000003,-13.56507,6.2,11.737,  Aqr
44923,3.0,0.00271187,3.11384,6.2,1.765,  Psc
44924,3.0,0.002706197,6.44332,6.37,5.12,  Psc
44925,3.0,0.002695582,10.0055,6.25,10.097999999999999,  Cet
44929,3.0,0.002596876,17.45401,5.37,42.883,  Tau
